Scientific_Name,Genus,Species,Infraspecific
Oenothera pilosella,Oenothera,pilosella,ssp. ?
Oenothera pilosella ssp. pilosella,Oenothera,pilosella,ssp. pilosella
Oenothera suffrutescens,Oenothera,suffrutescens,
Oenothera triloba,Oenothera,triloba,
Oenothera villosa,Oenothera,villosa,ssp. ?
Oenothera villosa ssp. villosa,Oenothera,villosa,ssp. villosa
Omalotheca sylvatica,Omalotheca,sylvatica,
Onobrychis viciifolia,Onobrychis,viciifolia,
Onoclea sensibilis,Onoclea,sensibilis,
Ononis repens,Ononis,repens,
Ononis spinosa,Ononis,spinosa,
Onopordum acanthium,Onopordum,acanthium,ssp. ?
Onopordum acanthium ssp. acanthium,Onopordum,acanthium,ssp. acanthium
Ophioglossum pusillum,Ophioglossum,pusillum,
Opuntia cespitosa,Opuntia,cespitosa,
Opuntia humifusa,Opuntia,humifusa,
Oreojuncus trifidus,Oreojuncus,trifidus,
Origanum vulgare,Origanum,vulgare,
Ornithogalum nutans,Ornithogalum,nutans,
Ornithogalum umbellatum,Ornithogalum,umbellatum,
Ornithopus sativus,Ornithopus,sativus,
Orobanche minor,Orobanche,minor,
Orontium aquaticum,Orontium,aquaticum,
Orthilia secunda,Orthilia,secunda,
Orthocarpus bracteosus,Orthocarpus,bracteosus,
Oryzopsis asperifolia,Oryzopsis,asperifolia,
Oshuna crassipes,Oshuna,crassipes,
Osmanthus heterophyllus,Osmanthus,heterophyllus,
Osmorhiza claytonii,Osmorhiza,claytonii,
Osmorhiza longistylis,Osmorhiza,longistylis,
Osmunda claytoniana,Osmunda,claytoniana,
Osmunda regalis,Osmunda,regalis,var. ?
Osmunda regalis var. spectabilis,Osmunda,regalis,var. spectabilis
Osmundastrum cinnamomeum,Osmundastrum,cinnamomeum,var. ?
Osmundastrum cinnamomeum var. cinnamomeum,Osmundastrum,cinnamomeum,var. cinnamomeum
Ostrya virginiana,Ostrya,virginiana,
Oxalis corniculata,Oxalis,corniculata,
Oxalis dillenii,Oxalis,dillenii,
Oxalis florida,Oxalis,florida,
Oxalis montana,Oxalis,montana,
Oxalis stricta,Oxalis,stricta,
Oxalis violacea,Oxalis,violacea,
Oxybasis chenopodioides,Oxybasis,chenopodioides,
Oxybasis glauca,Oxybasis,glauca,ssp. ?
Oxybasis glauca ssp. glauca,Oxybasis,glauca,ssp. glauca
Oxybasis rubra,Oxybasis,rubra,var. ?
Oxybasis rubra var. rubra,Oxybasis,rubra,var. rubra
Oxybasis urbica,Oxybasis,urbica,
Oxydendrum arboreum,Oxydendrum,arboreum,
Oxypolis rigidior,Oxypolis,rigidior,
Pachysandra terminalis,Pachysandra,terminalis,
Packera anonyma,Packera,anonyma,
Packera aurea,Packera,aurea,
Packera aurea × P. obovata,Packera,aurea × P. obovata,
Packera obovata,Packera,obovata,
Packera paupercula,Packera,paupercula,var. ?
Packera paupercula var. paupercula,Packera,paupercula,var. paupercula
Packera schweinitziana,Packera,schweinitziana,
Paeonia lactiflora,Paeonia,lactiflora,
Palustricodon aparinoides,Palustricodon,aparinoides,
Panax quinquefolius,Panax,quinquefolius,
Panax trifolius,Panax,trifolius,
Panicum amarum,Panicum,amarum,
Panicum amarum,Panicum,amarum,ssp. ?
Panicum amarum ssp. amarulum,Panicum,amarum,ssp. amarulum
Panicum amarum ssp. amarum,Panicum,amarum,ssp. amarum
Panicum capillare,Panicum,capillare,ssp. ?
Panicum capillare ssp. capillare,Panicum,capillare,ssp. capillare
Panicum dichotomiflorum,Panicum,dichotomiflorum,
Panicum dichotomiflorum,Panicum,dichotomiflorum,ssp. ?
Panicum dichotomiflorum ssp. dichotomiflorum,Panicum,dichotomiflorum,ssp. dichotomiflorum
Panicum dichotomiflorum ssp. puritanorum,Panicum,dichotomiflorum,ssp. puritanorum
Panicum flexile,Panicum,flexile,
Panicum miliaceum,Panicum,miliaceum,ssp. ?
Panicum miliaceum ssp. miliaceum,Panicum,miliaceum,ssp. miliaceum
Panicum philadelphicum,Panicum,philadelphicum,
Panicum philadelphicum,Panicum,philadelphicum,ssp. ?
Panicum philadelphicum ssp. gattingeri,Panicum,philadelphicum,ssp. gattingeri
Panicum philadelphicum ssp. philadelphicum,Panicum,philadelphicum,ssp. philadelphicum
Panicum tuckermanii,Panicum,tuckermanii,
Panicum virgatum,Panicum,virgatum,
Papaver argemone,Papaver,argemone,
Papaver dubium,Papaver,dubium,
Papaver orientale,Papaver,orientale,
Papaver rhoeas,Papaver,rhoeas,
Papaver somniferum,Papaver,somniferum,
Pappophorum pappiferum,Pappophorum,pappiferum,
Pappophorum vaginatum,Pappophorum,vaginatum,
Parietaria judaica,Parietaria,judaica,
Parietaria pensylvanica,Parietaria,pensylvanica,
Parnassia glauca,Parnassia,glauca,
Parnassia palustris,Parnassia,palustris,
Parogonum ciliinode,Parogonum,ciliinode,
Paronychia baldwinii,Paronychia,baldwinii,
Paronychia canadensis,Paronychia,canadensis,
Paronychia fastigiata,Paronychia,fastigiata,
Paronychia fastigiata,Paronychia,fastigiata,var. ?
Paronychia fastigiata var. fastigiata,Paronychia,fastigiata,var. fastigiata
Paronychia fastigiata var. nuttallii,Paronychia,fastigiata,var. nuttallii
Parthenium hysterophorus,Parthenium,hysterophorus,
Parthenium integrifolium,Parthenium,integrifolium,var. ?
Parthenium integrifolium var. integrifolium,Parthenium,integrifolium,var. integrifolium
Parthenocissus inserta,Parthenocissus,inserta,
Parthenocissus quinquefolia,Parthenocissus,quinquefolia,
Parthenocissus tricuspidata,Parthenocissus,tricuspidata,
Pascopyrum smithii,Pascopyrum,smithii,
Paspalum laeve,Paspalum,laeve,
Paspalum setaceum,Paspalum,setaceum,
Paspalum setaceum,Paspalum,setaceum,var. ?
Paspalum setaceum var. muhlenbergii,Paspalum,setaceum,var. muhlenbergii
Paspalum setaceum var. psammophilum,Paspalum,setaceum,var. psammophilum
Paspalum setaceum var. setaceum,Paspalum,setaceum,var. setaceum
Passiflora lutea,Passiflora,lutea,
Pastinaca sativa,Pastinaca,sativa,
Patis racemosa,Patis,racemosa,
Paulownia tomentosa,Paulownia,tomentosa,
Pedicularis canadensis,Pedicularis,canadensis,
Pedicularis lanceolata,Pedicularis,lanceolata,
Pellaea atropurpurea,Pellaea,atropurpurea,
Pellaea glabella,Pellaea,glabella,ssp. ?
Pellaea glabella ssp. glabella,Pellaea,glabella,ssp. glabella
Peltandra virginica,Peltandra,virginica,
Penstemon calycosus,Penstemon,calycosus,
Penstemon digitalis,Penstemon,digitalis,
Penstemon hirsutus,Penstemon,hirsutus,
Penstemon pallidus,Penstemon,pallidus,
Penstemon tubaeflorus,Penstemon,tubaeflorus,
Penthorum sedoides,Penthorum,sedoides,
Perilla frutescens,Perilla,frutescens,
Perilla frutescens,Perilla,frutescens,var. ?
Perilla frutescens var. crispa,Perilla,frutescens,var. crispa
Perilla frutescens var. frutescens,Perilla,frutescens,var. frutescens
Periploca graeca,Periploca,graeca,
Peritoma serrulata,Peritoma,serrulata,
Persea americana,Persea,americana,
Persicaria amphibia,Persicaria,amphibia,ssp. ?
Persicaria amphibia ssp. laevimarginata,Persicaria,amphibia,ssp. laevimarginata
Persicaria arifolia,Persicaria,arifolia,
Persicaria careyi,Persicaria,careyi,
Persicaria coccinea,Persicaria,coccinea,
Persicaria extremiorientalis,Persicaria,extremiorientalis,
Persicaria filiformis,Persicaria,filiformis,
Persicaria hydropiper,Persicaria,hydropiper,
Persicaria hydropiperoides,Persicaria,hydropiperoides,
Persicaria lapathifolia,Persicaria,lapathifolia,
Persicaria longiseta,Persicaria,longiseta,
Persicaria maculosa,Persicaria,maculosa,
Persicaria minor,Persicaria,minor,
Persicaria nepalensis,Persicaria,nepalensis,
Persicaria orientalis,Persicaria,orientalis,
Persicaria pensylvanica,Persicaria,pensylvanica,
Persicaria perfoliata,Persicaria,perfoliata,
Persicaria punctata,Persicaria,punctata,
Persicaria robustior,Persicaria,robustior,
Persicaria sagittata,Persicaria,sagittata,
Persicaria setacea,Persicaria,setacea,
Persicaria virginiana,Persicaria,virginiana,
Petasites frigidus,Petasites,frigidus,var. ?
Petasites frigidus var. palmatus,Petasites,frigidus,var. palmatus
Petasites hybridus,Petasites,hybridus,
Petrorhagia prolifera,Petrorhagia,prolifera,
Petrorhagia saxifraga,Petrorhagia,saxifraga,var. ?
Petrorhagia saxifraga var. saxifraga,Petrorhagia,saxifraga,var. saxifraga
Petrosedum forsterianum × P. thartii,Petrosedum,forsterianum × P. thartii,
Petroselinum crispum,Petroselinum,crispum,
Petunia axillaris,Petunia,axillaris,
Petunia axillaris × P. integrifolia = P. ×atkinsiana,Petunia,axillaris × P. integrifolia = P. ×atkinsiana,
Petunia integrifolia,Petunia,integrifolia,
Peucedanum ostruthium,Peucedanum,ostruthium,
Phacelia campanularia,Phacelia,campanularia,
Phacelia ciliata,Phacelia,ciliata,
Phacelia dubia,Phacelia,dubia,var. ?
Phacelia dubia var. dubia,Phacelia,dubia,var. dubia
Phalaris arundinacea,Phalaris,arundinacea,
Phalaris canariensis,Phalaris,canariensis,
Phaseolus polystachios,Phaseolus,polystachios,
Phaseolus vulgaris,Phaseolus,vulgaris,
Phedimus spurius,Phedimus,spurius,
Phegopteris connectilis,Phegopteris,connectilis,
Phegopteris excelsior,Phegopteris,excelsior,
Phegopteris hexagonoptera,Phegopteris,hexagonoptera,
Phellodendron amurense,Phellodendron,amurense,
Philadelphus coronarius,Philadelphus,coronarius,
Philadelphus inodorus,Philadelphus,inodorus,
Philadelphus pubescens,Philadelphus,pubescens,
Phleum arenarium,Phleum,arenarium,
Phleum paniculatum,Phleum,paniculatum,
Phleum pratense,Phleum,pratense,ssp. ?
Phleum pratense ssp. pratense,Phleum,pratense,ssp. pratense
Phlomis tuberosa,Phlomis,tuberosa,
Phlox divaricata,Phlox,divaricata,ssp. ?
Phlox divaricata ssp. divaricata,Phlox,divaricata,ssp. divaricata
Phlox maculata,Phlox,maculata,ssp. ?
Phlox maculata ssp. maculata,Phlox,maculata,ssp. maculata
Phlox paniculata,Phlox,paniculata,
Phlox pilosa,Phlox,pilosa,ssp. ?
Phlox pilosa ssp. pilosa,Phlox,pilosa,ssp. pilosa
Phlox stolonifera,Phlox,stolonifera,
Phlox subulata,Phlox,subulata,ssp. ?
Phlox subulata ssp. subulata,Phlox,subulata,ssp. subulata
Phoradendron leucarpum,Phoradendron,leucarpum,
Phragmites americanus,Phragmites,americanus,
Phragmites americanus × P. australis,Phragmites,americanus × P. australis,
Phragmites australis,Phragmites,australis,
Phryma leptostachya,Phryma,leptostachya,
Phyla lanceolata,Phyla,lanceolata,
Phyllanthus urinaria,Phyllanthus,urinaria,ssp. ?
Phyllanthus urinaria ssp. urinaria,Phyllanthus,urinaria,ssp. urinaria
Physalis grisea,Physalis,grisea,
Physalis heterophylla,Physalis,heterophylla,
Physalis longifolia,Physalis,longifolia,var. ?
Physalis longifolia var. subglabrata,Physalis,longifolia,var. subglabrata
Physalis philadelphica,Physalis,philadelphica,
Physalis virginiana,Physalis,virginiana,var. ?
Physalis virginiana var. virginiana,Physalis,virginiana,var. virginiana
Physocarpus opulifolius,Physocarpus,opulifolius,
Physostegia virginiana,Physostegia,virginiana,ssp. ?
Physostegia virginiana ssp. virginiana,Physostegia,virginiana,ssp. virginiana
Phytolacca americana,Phytolacca,americana,var. ?
Phytolacca americana var. americana,Phytolacca,americana,var. americana
Picea abies,Picea,abies,
Picea glauca,Picea,glauca,
Picea mariana,Picea,mariana,
Picea pungens,Picea,pungens,
Picea rubens,Picea,rubens,
Picris hieracioides,Picris,hieracioides,
Pilea fontana,Pilea,fontana,
Pilea pumila,Pilea,pumila,var. ?
Pilea pumila var. pumila,Pilea,pumila,var. pumila
Pilosella aurantiaca,Pilosella,aurantiaca,
Pilosella aurantiaca × P. caespitosa = P. ×fuscoatra,Pilosella,aurantiaca × P. caespitosa = P. ×fuscoatra,
Pilosella caespitosa,Pilosella,caespitosa,
Pilosella caespitosa × P. lactucella = P. ×floribunda,Pilosella,caespitosa × P. lactucella = P. ×floribunda,
Pilosella flagellaris,Pilosella,flagellaris,
Pilosella lactucella,Pilosella,lactucella,
Pilosella officinarum,Pilosella,officinarum,
Pilosella officinarum × P. piloselloides = P. ×acutifolia,Pilosella,officinarum × P. piloselloides = P. ×acutifolia,
Pilosella piloselloides,Pilosella,piloselloides,
Pimpinella major,Pimpinella,major,
Pimpinella saxifraga,Pimpinella,saxifraga,
Pinellia ternata,Pinellia,ternata,
Pinguicula vulgaris,Pinguicula,vulgaris,
Pinus banksiana,Pinus,banksiana,
Pinus echinata,Pinus,echinata,
Pinus nigra,Pinus,nigra,
Pinus resinosa,Pinus,resinosa,
Pinus rigida,Pinus,rigida,
Pinus strobus,Pinus,strobus,
Pinus sylvestris,Pinus,sylvestris,
Pinus thunbergii,Pinus,thunbergii,
Pinus virginiana,Pinus,virginiana,
Piptatheropsis canadensis,Piptatheropsis,canadensis,
Piptatheropsis pungens,Piptatheropsis,pungens,
Piptochaetium avenaceum,Piptochaetium,avenaceum,
Pistia stratiotes,Pistia,stratiotes,
Pisum sativum,Pisum,sativum,
Pityopsis falcata,Pityopsis,falcata,
Plagiobothrys greenei,Plagiobothrys,greenei,
Plagiobothrys trachycarpus,Plagiobothrys,trachycarpus,
Plantago arenaria,Plantago,arenaria,
Plantago aristata,Plantago,aristata,
Plantago cordata,Plantago,cordata,
Plantago coronopus,Plantago,coronopus,
Plantago heterophylla,Plantago,heterophylla,
Plantago lanceolata,Plantago,lanceolata,
Plantago major,Plantago,major,
Plantago maritima,Plantago,maritima,var. ?
Plantago maritima var. juncoides,Plantago,maritima,var. juncoides
Plantago media,Plantago,media,
Plantago patagonica,Plantago,patagonica,
Plantago pusilla,Plantago,pusilla,
Plantago rugelii,Plantago,rugelii,
Plantago virginica,Plantago,virginica,
Platanthera aquilonis,Platanthera,aquilonis,
Platanthera blephariglottis,Platanthera,blephariglottis,var. ?
Platanthera blephariglottis var. blephariglottis,Platanthera,blephariglottis,var. blephariglottis
Platanthera blephariglottis × P. ciliaris = P. ×bicolor,Platanthera,blephariglottis × P. ciliaris = P. ×bicolor,
Platanthera ciliaris,Platanthera,ciliaris,
Platanthera clavellata,Platanthera,clavellata,
Platanthera cristata,Platanthera,cristata,
Platanthera dilatata,Platanthera,dilatata,var. ?
Platanthera dilatata var. dilatata,Platanthera,dilatata,var. dilatata
Platanthera flava,Platanthera,flava,var. ?
Platanthera flava var. herbiola,Platanthera,flava,var. herbiola
Platanthera grandiflora,Platanthera,grandiflora,
Platanthera hookeri,Platanthera,hookeri,
Platanthera huronensis,Platanthera,huronensis,
Platanthera lacera,Platanthera,lacera,
Platanthera lacera × P. psycodes = P. ×andrewsii,Platanthera,lacera × P. psycodes = P. ×andrewsii,
Platanthera leucophaea,Platanthera,leucophaea,
Platanthera macrophylla,Platanthera,macrophylla,
Platanthera obtusata,Platanthera,obtusata,
Platanthera orbiculata,Platanthera,orbiculata,
Platanthera psycodes,Platanthera,psycodes,
Platanus occidentalis,Platanus,occidentalis,
Pleioblastus sp.,Pleioblastus,sp.,
Pluchea odorata,Pluchea,odorata,
Poa alsodes,Poa,alsodes,
Poa annua,Poa,annua,
Poa arida,Poa,arida,
Poa bulbosa,Poa,bulbosa,ssp. ?
Poa bulbosa ssp. vivipara,Poa,bulbosa,ssp. vivipara
Poa compressa,Poa,compressa,
Poa cuspidata,Poa,cuspidata,
Poa flexuosa,Poa,flexuosa,ssp. ?
Poa flexuosa ssp. fernaldiana,Poa,flexuosa,ssp. fernaldiana
Poa glauca,Poa,glauca,ssp. ?
Poa glauca ssp. glauca,Poa,glauca,ssp. glauca
Poa nemoralis,Poa,nemoralis,
Poa paludigena,Poa,paludigena,
Poa palustris,Poa,palustris,
Poa pratensis,Poa,pratensis,
Poa pratensis,Poa,pratensis,ssp. ?
Poa pratensis ssp. angustifolia,Poa,pratensis,ssp. angustifolia
Poa pratensis ssp. pratensis,Poa,pratensis,ssp. pratensis
Poa saltuensis,Poa,saltuensis,
Poa saltuensis,Poa,saltuensis,ssp. ?
Poa saltuensis ssp. languida,Poa,saltuensis,ssp. languida
Poa saltuensis ssp. saltuensis,Poa,saltuensis,ssp. saltuensis
Poa sylvestris,Poa,sylvestris,
Poa trivialis,Poa,trivialis,ssp. ?
Poa trivialis ssp. trivialis,Poa,trivialis,ssp. trivialis
Podophyllum peltatum,Podophyllum,peltatum,
Podostemum ceratophyllum,Podostemum,ceratophyllum,
Pogonia ophioglossoides,Pogonia,ophioglossoides,
Polanisia dodecandra,Polanisia,dodecandra,
Polanisia dodecandra,Polanisia,dodecandra,ssp. ?
Polanisia dodecandra ssp. dodecandra,Polanisia,dodecandra,ssp. dodecandra
Polanisia dodecandra ssp. trachysperma,Polanisia,dodecandra,ssp. trachysperma
Polemonium reptans,Polemonium,reptans,var. ?
Polemonium reptans var. reptans,Polemonium,reptans,var. reptans
Polemonium vanbruntiae,Polemonium,vanbruntiae,
Polycnemum majus,Polycnemum,majus,
Polygala brevifolia,Polygala,brevifolia,
Polygala cruciata,Polygala,cruciata,
Polygala incarnata,Polygala,incarnata,
Polygala lutea,Polygala,lutea,
Polygala mariana,Polygala,mariana,
Polygala nuttallii,Polygala,nuttallii,
Polygala polygama,Polygala,polygama,
Polygala sanguinea,Polygala,sanguinea,
Polygala senega,Polygala,senega,
Polygala verticillata,Polygala,verticillata,
Polygaloides paucifolia,Polygaloides,paucifolia,
Polygonatum biflorum,Polygonatum,biflorum,
Polygonatum biflorum,Polygonatum,biflorum,var. ?
Polygonatum biflorum var. biflorum,Polygonatum,biflorum,var. biflorum
Polygonatum biflorum var. commutatum,Polygonatum,biflorum,var. commutatum
Polygonatum pubescens,Polygonatum,pubescens,
Polygonum achoreum,Polygonum,achoreum,
Polygonum articulatum,Polygonum,articulatum,
Polygonum aviculare,Polygonum,aviculare,
Polygonum aviculare,Polygonum,aviculare,ssp. ?
Polygonum aviculare ssp. aviculare,Polygonum,aviculare,ssp. aviculare
Polygonum aviculare ssp. depressum,Polygonum,aviculare,ssp. depressum
Polygonum aviculare ssp. neglectum,Polygonum,aviculare,ssp. neglectum
Polygonum buxiforme,Polygonum,buxiforme,
Polygonum douglasii,Polygonum,douglasii,
Polygonum erectum,Polygonum,erectum,
Polygonum glaucum,Polygonum,glaucum,
Polygonum polycnemoides,Polygonum,polycnemoides,
Polygonum ramosissimum,Polygonum,ramosissimum,
Polygonum ramosissimum,Polygonum,ramosissimum,ssp. ?
Polygonum ramosissimum ssp. prolificum,Polygonum,ramosissimum,ssp. prolificum
Polygonum ramosissimum ssp. ramosissimum,Polygonum,ramosissimum,ssp. ramosissimum
Polygonum tenue,Polygonum,tenue,
Polymnia canadensis,Polymnia,canadensis,
Polypodium appalachianum,Polypodium,appalachianum,
Polypodium appalachianum × P. virginianum = P. ×incognitum,Polypodium,appalachianum × P. virginianum = P. ×incognitum,
Polypodium virginianum,Polypodium,virginianum,
Polypogon interruptus,Polypogon,interruptus,
Polypogon monspeliensis,Polypogon,monspeliensis,
Polystichum acrostichoides,Polystichum,acrostichoides,
Polystichum acrostichoides × P. braunii = P. ×potteri,Polystichum,acrostichoides × P. braunii = P. ×potteri,
Polystichum braunii,Polystichum,braunii,
Polystichum lonchitis,Polystichum,lonchitis,
Pontederia cordata,Pontederia,cordata,
Populus alba,Populus,alba,
Populus alba × P. grandidentata = P. ×rouleauiana,Populus,alba × P. grandidentata = P. ×rouleauiana,
Populus alba × P. tremula = P. ×canescens,Populus,alba × P. tremula = P. ×canescens,
Populus alba × P. tremuloides = P. ×heimburgeri,Populus,alba × P. tremuloides = P. ×heimburgeri,
Populus balsamifera,Populus,balsamifera,
Populus balsamifera × P. deltoides = P. ×jackii,Populus,balsamifera × P. deltoides = P. ×jackii,
Populus deltoides,Populus,deltoides,
Populus deltoides,Populus,deltoides,ssp. ?
Populus deltoides ssp. deltoides,Populus,deltoides,ssp. deltoides
Populus deltoides ssp. monilifera,Populus,deltoides,ssp. monilifera
Populus deltoides × P. nigra = P. ×canadensis,Populus,deltoides × P. nigra = P. ×canadensis,
Populus grandidentata,Populus,grandidentata,
Populus grandidentata × P. tremuloides = P. ×smithii,Populus,grandidentata × P. tremuloides = P. ×smithii,
Populus heterophylla,Populus,heterophylla,
Populus nigra,Populus,nigra,
Populus tremuloides,Populus,tremuloides,
Portulaca grandiflora,Portulaca,grandiflora,
Portulaca oleracea,Portulaca,oleracea,
Potamogeton alpinus,Potamogeton,alpinus,
Potamogeton alpinus × P. nodosus = P. ×subobtusus,Potamogeton,alpinus × P. nodosus = P. ×subobtusus,
Potamogeton amplifolius,Potamogeton,amplifolius,
Potamogeton amplifolius × P. praelongus,Potamogeton,amplifolius × P. praelongus,
